,id,name,address.street,address.city,address.zipCode,address.county,DAY0_OPEN,DAY0_CLOSE,DAY1_OPEN,DAY1_CLOSE,DAY2_OPEN,DAY2_CLOSE,DAY3_OPEN,DAY3_CLOSE,DAY4_OPEN,DAY4_CLOSE,DAY5_OPEN,DAY5_CLOSE,DAY6_OPEN,DAY6_CLOSE,match_address,match_name
133,1749,CUB FOODS ,2390 WHITE BEAR AVE,MAPLEWOOD,55109,RAMSEY,,,,,,,,,,,,,,,,
134,7197,Cub Foods ,8150 Wedgewood Ln,MAPLE GROVE,55369,HENNEPIN,,,,,,,,,,,,,,,,
135,1413,Cub Foods ,5301 36th Ave,CRYSTAL,55422,HENNEPIN,,,,,,,,,,,,,,,,
136,106,CUB FOODS ,1021 15TH AVE SE,ROCHESTER,55904,OLMSTED,,,,,,,,,,,,,,,,
137,1919,CUB FOODS  ,615 W CENTRAL ENTRANCE,DULUTH,55811,SAINT LOUIS,,,,,,,,,,,,,,,,
138,6857,Cub Foods ,15350 Cedar Ave,APPLE VALLEY,55124,DAKOTA,,,,,,,,,,,,,,,,
139,2135,Cub Foods ,1800 Madison Ave E,MANKATO,56001,BLUE EARTH,,,,,,,,,,,,,,,,
140,2072,CUB FOODS ,2201 S 1ST ST,WILLMAR,56201,KANDIYOHI,,,,,,,,,,,,,,,,
141,1533,Cub Foods ,585 Northtown Dr,BLAINE,55434,ANOKA,,,,,,,,,,,,,,,,
142,1133,Cub Foods ,7555 W Broadway Ave,BROOKLYN PARK,55428,HENNEPIN,,,,,,,,,,,,,,,,
143,1552,CUB FOODS ,100 W COUNTY RD B,MAPLEWOOD,55117,RAMSEY,,,,,,,,,,,,,,,,
144,6819,Cub Foods ,1801 Market Dr,STILLWATER,55082,WASHINGTON,,,,,,,,,,,,,,,,
145,1889,Cub Foods ,8690 E Point Douglas Rd,COTTAGE GROVE,55016,WASHINGTON,,,,,,,,,,,,,,,,
146,1372,CUB FOODS ,1440 UNIVERSITY AVE,SAINT PAUL,55104,RAMSEY,,,,,,,,,,,,,,,,
147,6795,Cub Foods ,1940 Cliff Lake Rd,EAGAN,55122,DAKOTA,,,,,,,,,,,,,,,,
148,1832,Cub Foods ,3930 Silver Lake Rd,SAINT ANTHONY,55421,HENNEPIN,,,,,,,,,,,,,,,,
149,2133,Cub Foods ,246 57th Ave NE,FRIDLEY,55432,ANOKA,,,,,,,,,,,,,,,,
150,78,Cub Foods ,1750 W County Rd 42,BURNSVILLE,55337,DAKOTA,,,,,,,,,,,,,,,,
151,88,Cub Foods ,216 7th St W,MONTICELLO,55362,WRIGHT,,,,,,,,,,,,,,,,
152,1895,Cub Foods ,4445 Nathan Ln,PLYMOUTH,55442,HENNEPIN,,,,,,,,,,,,,,,,
153,1795,Cub Foods ,2013 Broadway Ave W,FOREST LAKE,55025,WASHINGTON,,,,,,,,,,,,,,,,
154,1041,Cub Foods ,1729 Market Blvd,HASTINGS,55082,DAKOTA,,,,,,,,,,,,,,,,
155,1163,Cub Foods ,23800 State Hwy 7,SHOREWOOD,55331,HENNEPIN,,,,,,,,,,,,,,,,
156,1057,CUB FOODS ,2423 S HWY 3,NORTHFIELD,55057,RICE,,,,,,,,,,,,,,,,
157,1017,Cub Foods ,2050 Northdale Blvd,COON RAPIDS,55433,ANOKA,,,,,,,,,,,,,,,,
158,1473,Cub Foods ,7850 CAHILL AVE,INVER GROVE HEIGHTS,55076,DAKOTA,,,,,,,,,,,,,,,,
159,1175,CUB FOODS ,14075 HWY 13,SAVAGE,55378,SCOTT,,,,,,,,,,,,,,,,
160,1189,CUB FOODS ,3717 LEXINGTON AVE N,ARDEN HILLS,55126,RAMSEY,,,,,,,,,,,,,,,,
161,1349,Cub Foods ,8600 N 114th Ave,CHAMPLIN,55316,HENNEPIN,,,,,,,,,,,,,,,,
162,1348,Cub Foods ,7900 Market Blvd,CHANHASSEN,55317,CARVER,,,,,,,,,,,,,,,,
163,2131,Cub Foods ,100 Opportunity Blvd NE,CAMBRIDGE,55008,ISANTI,,,,,,,,,,,,,,,,
164,236,CUB FOODS ,2600 RICE CREEK RD,NEW BRIGHTON,55112,RAMSEY,,,,,,,,,,,,,,,,
165,235,Cub Foods ,3550 N Vicksburg Ln N,PLYMOUTH,55447,HENNEPIN,,,,,,,,,,,,,,,,
166,641,Cub Foods ,3784 150th St W,ROSEMOUNT,55068,DAKOTA,,,,,,,,,,,,,,,,
167,1904,Cub Foods ,4205 Pheasant Ridge Dr,BLAINE,55449,ANOKA,,,,,,,,,,,,,,,,
168,650,Cub Foods ,1200 S Riverfront Dr,MANKATO,56001,BLUE EARTH,,,,,,,,,,,,,,,,
169,1894,Cub Foods ,"9655 Colorado Lane, N",BROOKLYN PARK,55443,HENNEPIN,,,,,,,,,,,,,,,,
170,1216,Cub Foods ,7435 179Th St,LAKEVILLE,55044,DAKOTA,,,,,,,,,,,,,,,,
171,1756,Cub Foods ,20250 Heritage Dr,LAKEVILLE,55044,DAKOTA,,,,,,,,,,,,,,,,
172,2194,CUB FOODS ,300 E TRAVELERS TRL,BURNSVILLE,55337,DAKOTA,,,,,,,,,,,,,,,,
173,8482,Cub Foods ,1104 Lagoon Ave,MINNEAPOLIS,55408,HENNEPIN,,,,,,,,,,,,,,,,
174,8480,Cub Foods ,1276 Town Centre Dr,EAGAN,55123,DAKOTA,,,,,,,,,,,,,,,,
175,1901,Cub Foods ,1177 Clarence St,SAINT PAUL,55106,RAMSEY,,,,,,,,,,,,,,,,
176,1914,Cub Foods ,1020 Diffley Rd,EAGAN,55123,DAKOTA,,,,,,,,,,,,,,,,
177,9,Cub Foods ,8432 Tamarack Village,WOODBURY,55125,WASHINGTON,,,,,,,,,,,,,,,,
178,1917,Cub Foods ,5937 Nicollet Ave S,MINNEAPOLIS,55419,HENNEPIN,,,,,,,,,,,,,,,,
179,2068,Cub Foods ,701 W Broadway Ave,MINNEAPOLIS,55411,HENNEPIN,,,,,,,,,,,,,,,,
180,1908,Cub Foods ,6775 York Ave S,EDINA,55435,HENNEPIN,,,,,,,,,,,,,,,,
181,2186,Cub Foods ,3620 Texas Ave S,SAINT LOUIS PARK,55426,HENNEPIN,,,,,,,,,,,,,,,,
182,1551,Cub Foods ,3245 County Rd 10,BROOKLYN CENTER,55429,HENNEPIN,,,,,,,,,,,,,,,,
183,1844,CUB FOODS ,2100 N SNELLING AVE,ROSEVILLE,55113,RAMSEY,,,,,,,,,,,,,,,,
184,1238,CUB FOODS ,2197 HUDSON RD,SAINT PAUL,55119,RAMSEY,,,,,,,,,,,,,,,,
185,1632,Cub Foods ,13855 Rogers Dr,ROGERS,55374,HENNEPIN,,,,,,,,,,,,,,,,
186,1842,CUB FOODS ,1198 VIERLING DR E,SHAKOPEE,55379,SCOTT,,,,,,,,,,,,,,,,
187,2130,Cub Foods ,8421 Lyndale Ave S,BLOOMINGTON,55420,HENNEPIN,,,,,,,,,,,,,,,,
188,8487,Cub Foods ,1540 New Brighton Blvd,MINNEAPOLIS,55413,HENNEPIN,,,,,,,,,,,,,,,,
189,8488,Cub Foods ,1201 Larpenteur Ave W,ROSEVILLE,55113,RAMSEY,,,,,,,,,,,,,,,,
190,6856,CUB FOODS ,4801 COUNTY RD 101,MINNETONKA,55345,HENNEPIN,,,,,,,,,,,,,,,,
191,6822,Cub Foods ,2001 S Robert St,WEST SAINT PAUL,55118,DAKOTA,,,,,,,,,,,,,,,,
192,2160,Cub Foods ,2850 26TH AVE S,MINNEAPOLIS,55406,HENNEPIN,,,,,,,,,,,,,,,,
193,5518,Cub Foods ,10520 France Ave S,BLOOMINGTON,55431,HENNEPIN,,,,,,,,,,,,,,,,
194,6954,Cub Foods ,8015 Den Rd,EDEN PRAIRIE,55344,HENNEPIN,,,,,,,,,,,,,,,,
195,2162,CUB FOODS ,1059 MEADOWLAND DR,WHITE BEAR LAKE,55127,RAMSEY,,,,,,,,,,,,,,,,
196,1557,CUB FOODS ,19216 FREEPORT AVE,ELK RIVER,55330,SHERBURNE,,,,,,,,,,,,,,,,
197,1571,CUB FOODS ,12900 RIVERDALE DR,COON RAPIDS,55448,ANOKA,,,,,,,,,,,,,,,,
198,2065,CUB FOODS ,1008 E HWY 55,BUFFALO,55313,WRIGHT,,,,,,,,,,,,,,,,
199,8933,Cub Foods - Alexandria,2612 South Broadway,ALEXANDRIA,56308,DOUGLAS,,,,,,,,,,,,,,,,
200,153,Cub Foods-Baxter,14133 Edgewood Dr,BAXTER,56425,CROW WING,,,,,,,,,,,,,,,,
201,1732,Cub Foods-Brainerd,417 8th Ave NE,BRAINERD,56401,CROW WING,,,,,,,,,,,,,,,,
202,8019,CUERNAVACA MARKET,"4110 CENTRAL AVE NE, Suite 20AB",COLUMBIA HEIGHTS,55421,ANOKA,,,,,,,,,,,,,,,,
203,2114,CUP FOODS,3759 CHICAGO AVE S,MINNEAPOLIS,55407,HENNEPIN,,,,,,,,,,,,,,,,
204,8651,Daara Salaam Groc & Halal,620 16th Ave S #42,MINNEAPOLIS,55454,HENNEPIN,,,,,,,,,,,,,,,,
205,1791,DAGGETT'S IGA,104 1ST ST NE,HINCKLEY,55037,PINE,,,,,,,,,,,,,,,,
206,8790,Dahabshiil Mini-Market,1567 Sherburne Ave,SAINT PAUL,55104,RAMSEY,,,,,,,,,,,,,,,,
207,6029,DAHLIN'S SUPERMARKET,106 AVON AVE S,AVON,56310,STEARNS,,,,,,,,,,,,,,,,
208,8364,Darrel's Full Service Foods,117 Main St,HOFFMAN,56339,GRANT,,,,,,,,,,,,,,,,
209,1690,DAVIS MARKETPLACE,117 MAIN ST E,WATERVILLE,56096,LE SUEUR,,,,,,,,,,,,,,,,
210,8380,Dawo Halal Market,36 W Mill St,PELICAN RAPIDS,56572,OTTER TAIL,,,,,,,,,,,,,,,,
211,8522,Depot Foods & Deli,18 N Borud St,WINGER,56592,POLK,,,,,,,,,,,,,,,,
212,8925,Dick's Fresh Market,221 Hiawatha Drive N,WABASHA,55981,WABASHA,,,,,,,,,,,,,,,,
213,6901,DIETZ FOODS,202 E MAIN ST,MAPLETON,56065,BLUE EARTH,,,,,,,,,,,,,,,,
214,8967,Discount Halal Market,13732 Nicollet Ave. ,BURNSVILLE,55337,DAKOTA,,,,,,,,,,,,,,,,
215,8370,Dokken Superette,2809 E 42nd St,MINNEAPOLIS,55406,HENNEPIN,,,,,,,,,,,,,,,,
216,6117,DO-MAT'S FAMILY FOOD,1805 MINNESOTA AVE,BENSON,56215,SWIFT,,,,,,,,,,,,,,,,
217,6089,DON'S FOOD PRIDE,41 W SORENSON AVE,APPLETON,56208,SWIFT,,,,,,,,,,,,,,,,
218,787,DOUBLE DRAGON FOODS,121 W MARYLAND AVE,SAINT PAUL,55117,RAMSEY,,,,,,,,,,,,,,,,
219,1204,DOUG'S SUPERMARKET,310 MAIN AVE,WARROAD,56763,ROSEAU,,,,,,,,,,,,,,,,
220,1449,DRAGON STAR ORIENTAL,633 W MINNEHAHA AVE,SAINT PAUL,55104,RAMSEY,,,,,,,,,,,,,,,,
221,8405,Dragon Star Supermarket,8020 Brooklyn Blvd,BROOKLYN PARK,55445,HENNEPIN,,,,,,,,,,,,,,,,
222,5111,D & R GROCERY,101 MAIN ST,OKLEE,56742,RED LAKE,,,,,,,,,,,,,,,,
223,367,DRISKILL'S DOWNTOWN MARKET,25 11TH AVE N,HOPKINS,55343,HENNEPIN,,,,,,,,,,,,,,,,
224,1225,EASTSIDE FOOD COOPERATIVE,2551 CENTRAL AVE NE,MINNEAPOLIS,55418,HENNEPIN,,,,,,,,,,,,,,,,
225,8632,East Side Grocery,913 C Payne Ave,SAINT PAUL,55130,RAMSEY,,,,,,,,,,,,,,,,
226,8377,Eastwood Grocery,1513 US 14 E,ROCHESTER,55904,OLMSTED,,,,,,,,,,,,,,,,
227,8082,Edgerton Food Center,834 Main St,EDGERTON,56128,PIPESTONE,,,,,,,,,,,,,,,,
228,1450,ELBOW LAKE STORE & BAR,40419 ELBOW LAKE STORE RD,WAUBUN,56589,BECKER,,,,,,,,,,,,,,,,
229,6951,EL BURRITO MERCADO,175  CESAR CHAVEZ ST,SAINT PAUL,55107,RAMSEY,,,,,,,,,,,,,,,,
230,7682,ELDEN'S FRESH FOODS,707 3RD AVE E,ALEXANDRIA,56308,DOUGLAS,,,,,,,,,,,,,,,,
231,1770,ELLIOT PARK GROCERY,1600 Chicago Ave S,MINNEAPOLIS,55404,HENNEPIN,,,,,,,,,,,,,,,,
232,8923,Ellsworth Food Center,323 S Broadway St,ELLSWORTH,56129,NOBLES,,,,,,,,,,,,,,,,
233,8471,E & L Supermarket & Deli,1122 Lowry Ave N,MINNEAPOLIS,55411,HENNEPIN,,,,,,,,,,,,,,,,
234,1063,ELY NORTHLAND MARKET,1230 E SHERIDAN ST,ELY,55731,SAINT LOUIS,,,,,,,,,,,,,,,,
235,8044,EMERSON FOODS,2628 EMERSON AVE N,MINNEAPOLIS,55411,HENNEPIN,,,,,,,,,,,,,,,,
236,8897,Empire Gas & Grocery,312 1st Ave W,SHAKOPEE,55379,SCOTT,,,,,,,,,,,,,,,,
237,6707,ERDMAN'S COUNTY MARKET,19 2ND AVE NW,KASSON,55944,DODGE,,,,,,,,,,,,,,,,
238,5074,ERNIES FOOD MARKET,1230 HWY 10 E  ,STAPLES,56479,TODD,,,,,,,,,,,,,,,,
239,8956,Ethio Market,1316 maynard dr. w. Apt 459,SAINT PAUL,55116,RAMSEY,,,,,,,,,,,,,,,,
240,6400,EVELETH COUNTRY FOODS,602 FAYAL RD,EVELETH,55734,SAINT LOUIS,,,,,,,,,,,,,,,,
241,8919,"EZ STOP FOOD MARKET, INC",7641 Zane Ave N,BROOKLYN PARK,55443,HENNEPIN,,,,,,,,,,,,,,,,
242,168,Family Fare ,615 Main St,RED WING,55066,GOODHUE,,,,,,,,,,,,,,,,
243,1762,Family Fare ,601 DIVISION ST,NORTHFIELD,55057,RICE,,,,,,,,,,,,,,,,
244,2118,Family Fare ,951 E FRONTAGE RD,LITCHFIELD,55355,MEEKER,,,,,,,,,,,,,,,,
245,1036,Family Fare ,425 Main St W,CANNON FALLS,55009,GOODHUE,,,,,,,,,,,,,,,,
246,8530,Family Foods,3469 Minnehaha Ave S,MINNEAPOLIS,55406,HENNEPIN,,,,,,,,,,,,,,,,
247,8984,Family Foods Market,950 Arcade Street,SAINT PAUL,55106,RAMSEY,,,,,,,,,,,,,,,,
248,170,Family Fresh Market 331,612 S Minnesota Ave,SAINT PETER,56082,NICOLLET,,,,,,,,,,,,,,,,
249,1939,FAREWAY STORES ,2012 2ND AVE NE,STEWARTVILLE,55976,OLMSTED,,,,,,,,,,,,,,,,
250,2063,FAREWAY STORES ,1028 RYAN'S RD,WORTHINGTON,56187,NOBLES,,,,,,,,,,,,,,,,
251,2125,FAREWAY STORES ,500 S STATE ST,FAIRMONT,56031,MARTIN,,,,,,,,,,,,,,,,
252,8162,Fareway Stores ,430 2nd Ave NW,FARIBAULT,55021,RICE,,,,,,,,,,,,,,,,
253,8403,Fareway Stores ,831 Oak Ave S,OWATONNA,55060,STEELE,,,,,,,,,,,,,,,,
254,6304,FARMERS CO-OP,1398 CENTER ST,WRIGHT,55798,CARLTON,,,,,,,,,,,,,,,,
255,1652,FARMERS STORE,25 E BROADWAY,HALLOCK,56728,KITTSON,,,,,,,,,,,,,,,,
256,1055,FESTIVAL FOODS ,2671 COUNTY RD E E,WHITE BEAR LAKE,55110,RAMSEY,,,,,,,,,,,,,,,,
257,5028,Festival Foods ,9101 S Hwy Dr,CIRCLE PINES,55014,ANOKA,,,,,,,,,,,,,,,,
258,1004,Festival Foods ,2218 Bunker Lake Blvd,ANDOVER,55304,ANOKA,,,,,,,,,,,,,,,,
259,1601,Festival Foods Bloomington,401 W 98th St,BLOOMINGTON,55420,HENNEPIN,,,,,,,,,,,,,,,,
260,1039,Festival Foods Brooklyn Park,8535 Edinburgh Centre Dr,BROOKLYN PARK,55443,HENNEPIN,,,,,,,,,,,,,,,,
261,1541,Festival Foods-Hugo,14775 Victor Hugo Blvd,HUGO,55038,WASHINGTON,,,,,,,,,,,,,,,,
262,6077,FIESTA FOODS,310 S LAKESHORE DR,LAKE CITY,55041,WABASHA,,,,,,,,,,,,,,,,
263,1353,FOND DU LAC GAS AND GROCERY,1510 BIG LAKE RD,CLOQUET,55720,CARLTON,,,,,,,,,,,,,,,,
264,8902,Food Planet,842 White Bear Ave,SAINT PAUL,55106,RAMSEY,,,,,,,,,,,,,,,,
265,1712,FRAZEE FAMILY FOODS,120 MAIN AVE E,FRAZEE,56544,BECKER,,,,,,,,,,,,,,,,
266,709,FREMONT MARKET,3556 FREMONT AVE N,MINNEAPOLIS,55412,HENNEPIN,,,,,,,,,,,,,,,,
267,8937,Friendly Grocery,537 Rice Street,SAINT PAUL,55103,RAMSEY,,,,,,,,,,,,,,,,
268,8558,Full Stop,1818 Lowry Ave N,MINNEAPOLIS,55411,HENNEPIN,,,,,,,,,,,,,,,,
269,8946,GAB Halal Market,2801 Grand Ave S,MINNEAPOLIS,55408,HENNEPIN,,,,,,,,,,,,,,,,
270,5166,GALEN'S SUPERMARKET,19 MAIN ST S,BAGLEY,56621,CLEARWATER,,,,,,,,,,,,,,,,
271,1706,GARRISON FAMILY FOODS,27353 MONROE ST,GARRISON,56450,CROW WING,,,,,,,,,,,,,,,,
272,6362,GENE'S FOODS,431 E HWY 61,GRAND MARAIS,55604,COOK,,,,,,,,,,,,,,,,
273,8960,Gerry's Foods,110 1st St. S.W.,TWIN VALLEY,56584,NORMAN,,,,,,,,,,,,,,,,
274,8915,Global Food Market,421 University Ave W,SAINT PAUL,55103,RAMSEY,,,,,,,,,,,,,,,,
275,5213,GODFREY'S,964 STATE HWY 371 NW,BACKUS,56435,CASS,,,,,,,,,,,,,,,,
276,5653,GOHMANN'S FOODS,20 MAUS DR,KIMBALL,55353,STEARNS,,,,,,,,,,,,,,,,
277,8951,Golden Harvest Foods,900 E. Maryland Ave,SAINT PAUL,55106,RAMSEY,,,,,,,,,,,,,,,,
278,291,GOOD DEAL ORIENTAL FOOD,1800 LOWRY AVE N,MINNEAPOLIS,55411,HENNEPIN,,,,,,,,,,,,,,,,
279,6164,Graceville Country Market,311 STUDDART AVE ,GRACEVILLE,56240,BIG STONE,,,,,,,,,,,,,,,,
280,1226,GRAND MARKET,16600 ATAAGE DR,ONAMIA,56359,MILLE LACS,,,,,,,,,,,,,,,,
281,8796,Grand Meadow Market,105 Grand Ave E,GRAND MEADOW,55936,MOWER,,,,,,,,,,,,,,,,
282,6306,GRAND PORTAGE TRADING POST,77 MILE CREEK RD ,GRAND PORTAGE,55605,COOK,,,,,,,,,,,,,,,,
283,8899,Green Market,73 10th Ave S #6,WAITE PARK,56387,STEARNS,,,,,,,,,,,,,,,,
284,8969,Groceries and Nepali Kitchen Inc.,1700 Rice Street Suite K,MAPLEWOOD,55113,RAMSEY,,,,,,,,,,,,,,,,
285,8076,Groceries Plus,116 Vance Ave S,ERSKINE,56535,POLK,,,,,,,,,,,,,,,,
286,8952,Grygla Co-op Store,102 Main Ave. P O BOX 171,GRYGLA,56727,MARSHALL,,,,,,,,,,,,,,,,
287,1462,GULET DELI & GROCERY,922 E 24TH ST,MINNEAPOLIS,55404,HENNEPIN,,,,,,,,,,,,,,,,
288,8975,Hallel's Market Corp.,6930 Brooklyn Blvd. spc 12,BROOKLYN CENTER,55429,HENNEPIN,,,,,,,,,,,,,,,,
289,8057,HANDY STOP ,2600  W BROADWAY AVE,MINNEAPOLIS,55411,HENNEPIN,,,,,,,,,,,,,,,,
290,1782,HANK'S FOODS,504 7TH ST SW,PIPESTONE,56164,PIPESTONE,,,,,,,,,,,,,,,,
291,7986,HARMONY COOP GROCERY,302 IRVINE AVE NW,BEMIDJI,56601,BELTRAMI,,,,,,,,,,,,,,,,
292,6478,HARMONY FOODS,55 CENTER ST W,HARMONY,55939,FILLMORE,,,,,,,,,,,,,,,,
293,6068,Hartman's Supervalu,149 NW 1ST ST SE,ORTONVILLE,56278,BIG STONE,,,,,,,,,,,,,,,,
294,1873,HEIMER FOODS,23 4TH ST NW ,ADAMS,55909,MOWER,,,,,,,,,,,,,,,,
295,8807,Hidalgo Market,14851 Granada Ave,APPLE VALLEY,55124,DAKOTA,,,,,,,,,,,,,,,,
296,703,HIDALGO MARKET,"4130 BLACKHAWK RD, STE 108",EAGAN,55122,DAKOTA,,,,,,,,,,,,,,,,
297,1166,HIDALGO MARKET,12641 NICOLLET AVE,BURNSVILLE,55337,DAKOTA,,,,,,,,,,,,,,,,
298,8542,Hindi Store,208 W Main St,MARSHALL,56258,LYON,,,,,,,,,,,,,,,,
299,8954,Hindi Store,630 4th Street N.,MANKATO,56001,BLUE EARTH,,,,,,,,,,,,,,,,
300,8415,HORMUD MEAT AND GROCERY,3360 W DIVISION ST,SAINT CLOUD,56301,STEARNS,,,,,,,,,,,,,,,,
301,8943,Hornbacher's ,101 11th St S,MOORHEAD,56560,CLAY,,,,,,,,,,,,,,,,
302,8944,Hornbacher's ,950 40th Ave S,MOORHEAD,56560,CLAY,,,,,,,,,,,,,,,,
303,7835,HOWARD LAKE FOODS,603 8TH AVE,HOWARD LAKE,55349,WRIGHT,,,,,,,,,,,,,,,,
304,8966,Hub 71,3 US Highway 71 So.,SEBEKA,56477,WADENA,,,,,,,,,,,,,,,,
305,8893,Hub Food Center,228 West Ave,ZUMBROTA,55992,GOODHUE,,,,,,,,,,,,,,,,
306,8206,Hugo's ,101 E 4th St,PARK RAPIDS,56470,HUBBARD,,,,,,,,,,,,,,,,
307,1671,HUGO'S ,1310 UNIVERSITY AVE N,CROOKSTON,56716,POLK,,,,,,,,,,,,,,,,
308,7525,HUGO'S ,306 14TH ST NE,EAST GRAND FORKS,56721,POLK,,,,,,,,,,,,,,,,
309,762,HUGO'S ,215 PENNINGTON AVE,THIEF RIVER FALLS,56701,PENNINGTON,,,,,,,,,,,,,,,,
310,8932,HyVee,16705 County Rd 24,PLYMOUTH,55447,HENNEPIN,,,,,,,,,,,,,,,,
311,8896,Hy-Vee,1451 Adams St S,SHAKOPEE,55379,SCOTT,,,,,,,,,,,,,,,,
312,8976,Hy-Vee,18755 70th Way N,MAPLE GROVE,55311,HENNEPIN,,,,,,,,,,,,,,,,
313,2025,Hy-Vee Food Store ,2708 Bridge Ave,ALBERT LEA,56007,FREEBORN,,,,,,,,,,,,,,,,
314,6592,HY-VEE FOOD STORE ,1307 18TH AVE NW,AUSTIN,55912,MOWER,,,,,,,,,,,,,,,,
315,8752,Hy-Vee Food Store ,9409 Zane Ave N,BROOKLYN PARK,55443,HENNEPIN,,,,,,,,,,,,,,,,
316,8883,Hy-Vee Food Store ,7280 E Point Douglas Rd,COTTAGE GROVE,55106,WASHINGTON,,,,,,,,,,,,,,,,
317,8757,Hy-Vee Food Store ,1500 Central Park Commons Dr,EAGAN,55121,DAKOTA,,,,,,,,,,,,,,,,
318,2111,HY-VEE FOOD STORE ,1920 GRANT ST,FARIBAULT,55021,RICE,,,,,,,,,,,,,,,,
319,6584,HY-VEE FOOD STORE ,907 S STATE ST,FAIRMONT,56031,MARTIN,,,,,,,,,,,,,,,,
320,8741,Hy-Vee Food Store ,16150 Pilot Knob Rd,LAKEVILLE,55044,DAKOTA,,,,,,,,,,,,,,,,
321,6457,Hy-Vee Food Store ,410 S Riverfront Dr,MANKATO,56001,BLUE EARTH,,,,,,,,,,,,,,,,
322,7784,Hy-Vee Food Store ,2010 Adams St,MANKATO,56001,BLUE EARTH,,,,,,,,,,,,,,,,
323,1794,Hy-Vee Food Store ,900 E Main St,MARSHALL,56258,LYON,,,,,,,,,,,,,,,,
324,8636,Hy-Vee Food Store ,8200 42nd Ave N,NEW HOPE,55428,HENNEPIN,,,,,,,,,,,,,,,,
325,6486,Hy-Vee Food Store ,2015 S Broadway St,NEW ULM,56073,BROWN,,,,,,,,,,,,,,,,
326,8635,Hy-Vee Food Store ,7180 10th St N,OAKDALE,55128,WASHINGTON,,,,,,,,,,,,,,,,
327,1777,Hy-Vee Food Store ,1620 S Cedar Ave,OWATONNA,55060,STEELE,,,,,,,,,,,,,,,,
328,8924,Hy-Vee Food Store ,3505 Bottineau Blvd,ROBBINSDALE,55422,HENNEPIN,,,,,,,,,,,,,,,,
329,368,HY-VEE FOOD STORE ,500 CROSSROADS DR SW,ROCHESTER,55902,OLMSTED,,,,,,,,,,,,,,,,
330,665,HY-VEE FOOD STORE ,500 37TH ST NW,ROCHESTER,55901,OLMSTED,,,,,,,,,,,,,,,,
331,7766,HY-VEE FOOD STORE ,1315 6th St NW,ROCHESTER,55901,OLMSTED,,,,,,,,,,,,,,,,
332,8653,Hy-Vee Food Store ,4221 W Circle Dr NW,ROCHESTER,55901,OLMSTED,,,,,,,,,,,,,,,,
333,8787,Hy-Vee Food Store ,6150 Egan Dr,SAVAGE,55378,SCOTT,,,,,,,,,,,,,,,,
334,1543,HY-VEE FOOD STORE ,192 10th St,WINDOM,56101,COTTONWOOD,,,,,,,,,,,,,,,,
335,727,Hy-Vee Food Store ,1475 Service Rd,WINONA,55987,WINONA,,,,,,,,,,,,,,,,
336,7639,HY-VEE FOOD STORE ,1235 OXFORD ST,WORTHINGTON,56187,NOBLES,,,,,,,,,,,,,,,,
337,8785,Iftin Grocery,4132 2nd St S,SAINT CLOUD,56301,STEARNS,,,,,,,,,,,,,,,,
338,8929,International Grocery & Halal,505 Riverfront Dr N,MANKATO,56001,BLUE EARTH,,,,,,,,,,,,,,,,
339,8029,INVER GROVE SUPER USA,5705 CARMEN AVE,INVER GROVE HEIGHTS,55076,DAKOTA,,,,,,,,,,,,,,,,
340,8768,Island Market,125 Main St,BIRD ISLAND,55310,RENVILLE,,,,,,,,,,,,,,,,
341,1695,ISLAND MARKET,201 N MAIN ST,PINE ISLAND,55963,GOODHUE,,,,,,,,,,,,,,,,
342,8683,Ivanhoe Community Foods,412 N Norman St,IVANHOE,56142,LINCOLN,,,,,,,,,,,,,,,,
343,1229,J.C.'S GENERAL STORE,105 W MAIN ST,DALTON,56324,OTTER TAIL,,,,,,,,,,,,,,,,
344,1663,JCs Grocery - Ashby,117 Main St,ASHBY,56309,GRANT,,,,,,,,,,,,,,,,
345,7882,J.C.'S MARKET,111 FRONT ST,BRANDON,56315,DOUGLAS,,,,,,,,,,,,,,,,
346,5553,J & D FAMILY FOODS,320 MAIN ST,LITTLEFORK,56653,KOOCHICHING,,,,,,,,,,,,,,,,
347,6216,JEFF'S FOOD CENTER,2042 2nd St,LAKE PARK,56554,BECKER,,,,,,,,,,,,,,,,
348,7327,Jensen's Store LLP,10297 Battle Rd NE,BLACKDUCK,56630,BELTRAMI,,,,,,,,,,,,,,,,
349,1925,JERED'S GROCERY,145 CLEVELAND AVE SW ,MCINTOSH,56556,POLK,,,,,,,,,,,,,,,,
350,8556,Jerry's Foods,7760 Hargis Pkwy,WOODBURY,55129,WASHINGTON,,,,,,,,,,,,,,,,
351,5597,Jerry's Foods-Eden Prairie,9625 Anderson Lakes Pkwy,EDEN PRAIRIE,55347,HENNEPIN,,,,,,,,,,,,,,,,
352,1815,JERRY'S HOME QUALITY FOODS,105 NW 1ST ST,ARLINGTON,55307,SIBLEY,,,,,,,,,,,,,,,,
353,1814,JERRY'S HOME QUALITY FOODS,417 MAIN ST,GAYLORD,55334,SIBLEY,,,,,,,,,,,,,,,,
354,740,JIMMY'S FOOD,1121 12TH AVE N,MINNEAPOLIS,55411,HENNEPIN,,,,,,,,,,,,,,,,
355,8374,Jimmy's Food Market,532 White Bear Ave N,SAINT PAUL,55106,RAMSEY,,,,,,,,,,,,,,,,
356,8412,Jim's Market,30 Central Ave,ELBOW LAKE,56531,GRANT,,,,,,,,,,,,,,,,
